	042	11128	11368	2009EL-2050	55989	78-Pyelo	APECO1	BEN2908	CFT073	E2348_69	E24377A	H10407	IHE3034	IMT5155	K12	LF82	NRG857c	O157H7_EDL933	O157H7_Sakai	RS218	SCU-397	UTI89	chi7122
OG0007916							fig|6666666.448865.peg.4763																
OG0007917							fig|6666666.448865.peg.4946																
OG0007918							fig|6666666.448865.peg.5013																
OG0007919							fig|6666666.448865.peg.5061																
OG0007920								fig|6666666.541064.peg.34															
OG0007921								fig|6666666.541064.peg.36															
OG0007922								fig|6666666.541064.peg.38															
OG0007923								fig|6666666.541064.peg.39															
OG0007924								fig|6666666.541064.peg.42															
OG0007925								fig|6666666.541064.peg.43															
OG0007926								fig|6666666.541064.peg.44															
OG0007927								fig|6666666.541064.peg.45															
OG0007928								fig|6666666.541064.peg.46															
OG0007929								fig|6666666.541064.peg.50															
OG0007930								fig|6666666.541064.peg.51															
OG0007931								fig|6666666.541064.peg.55															
OG0007932								fig|6666666.541064.peg.57															
OG0007933								fig|6666666.541064.peg.59															
OG0007934								fig|6666666.541064.peg.62															
OG0007935								fig|6666666.541064.peg.69															
OG0007936								fig|6666666.541064.peg.302															
OG0007937								fig|6666666.541064.peg.361															
OG0007938								fig|6666666.541064.peg.1366															
OG0007939								fig|6666666.541064.peg.1524															
OG0007940								fig|6666666.541064.peg.1985															
OG0007941								fig|6666666.541064.peg.2020															
OG0007942								fig|6666666.541064.peg.2028															
OG0007943								fig|6666666.541064.peg.2039															
OG0007944								fig|6666666.541064.peg.2090															
OG0007945								fig|6666666.541064.peg.2100															
OG0007946								fig|6666666.541064.peg.2103															
OG0007947								fig|6666666.541064.peg.2104															
OG0007948								fig|6666666.541064.peg.2125															
OG0007949								fig|6666666.541064.peg.2157															
OG0007950								fig|6666666.541064.peg.2170															
OG0007951								fig|6666666.541064.peg.2178															
OG0007952								fig|6666666.541064.peg.2212															
OG0007953								fig|6666666.541064.peg.2255															
OG0007954								fig|6666666.541064.peg.2346															
OG0007955								fig|6666666.541064.peg.2652															
OG0007956								fig|6666666.541064.peg.2819															
OG0007957								fig|6666666.541064.peg.2822															
OG0007958								fig|6666666.541064.peg.2829															
OG0007959								fig|6666666.541064.peg.3297															
OG0007960								fig|6666666.541064.peg.3609															
OG0007961								fig|6666666.541064.peg.3970															
OG0007962								fig|6666666.541064.peg.3971															
OG0007963								fig|6666666.541064.peg.3972															
OG0007964								fig|6666666.541064.peg.3984															
OG0007965								fig|6666666.541064.peg.3985															
OG0007966								fig|6666666.541064.peg.3986															
OG0007967								fig|6666666.541064.peg.4011															
OG0007968								fig|6666666.541064.peg.4287															
OG0007969								fig|6666666.541064.peg.4288															
OG0007970								fig|6666666.541064.peg.4295															
OG0007971								fig|6666666.541064.peg.4296															
OG0007972								fig|6666666.541064.peg.4466															
OG0007973								fig|6666666.541064.peg.4635															
OG0007974								fig|6666666.541064.peg.4785															
OG0007975								fig|6666666.541064.peg.4786															
OG0007976								fig|6666666.541064.peg.4787															
OG0007977								fig|6666666.541064.peg.4788															
OG0007978								fig|6666666.541064.peg.4827															
OG0007979								fig|6666666.541064.peg.4832															
OG0007980								fig|6666666.541064.peg.4934															
OG0007981									fig|6666666.290288.peg.28														
OG0007982									fig|6666666.290288.peg.44														
OG0007983									fig|6666666.290288.peg.124														
OG0007984									fig|6666666.290288.peg.131														
OG0007985									fig|6666666.290288.peg.192														
OG0007986									fig|6666666.290288.peg.193														
OG0007987									fig|6666666.290288.peg.247														
OG0007988									fig|6666666.290288.peg.248														
OG0007989									fig|6666666.290288.peg.249														
OG0007990									fig|6666666.290288.peg.250														
OG0007991									fig|6666666.290288.peg.261														
OG0007992									fig|6666666.290288.peg.262														
OG0007993									fig|6666666.290288.peg.263														
OG0007994									fig|6666666.290288.peg.264														
OG0007995									fig|6666666.290288.peg.272														
OG0007996									fig|6666666.290288.peg.320														
OG0007997									fig|6666666.290288.peg.324														
OG0007998									fig|6666666.290288.peg.325														
OG0007999									fig|6666666.290288.peg.328														
OG0008000									fig|6666666.290288.peg.330														
OG0008001									fig|6666666.290288.peg.336														
OG0008002									fig|6666666.290288.peg.378														
OG0008003									fig|6666666.290288.peg.568														
OG0008004									fig|6666666.290288.peg.600														
OG0008005									fig|6666666.290288.peg.662														
OG0008006									fig|6666666.290288.peg.757														
OG0008007									fig|6666666.290288.peg.769														
OG0008008									fig|6666666.290288.peg.870														
OG0008009									fig|6666666.290288.peg.882														
OG0008010									fig|6666666.290288.peg.884														
OG0008011									fig|6666666.290288.peg.906														
OG0008012									fig|6666666.290288.peg.952														
OG0008013									fig|6666666.290288.peg.984														
OG0008014									fig|6666666.290288.peg.1058														
OG0008015									fig|6666666.290288.peg.1120														
OG0008016									fig|6666666.290288.peg.1122														
OG0008017									fig|6666666.290288.peg.1123														
OG0008018									fig|6666666.290288.peg.1124														
OG0008019									fig|6666666.290288.peg.1125														
OG0008020									fig|6666666.290288.peg.1126														
OG0008021									fig|6666666.290288.peg.1127														
OG0008022									fig|6666666.290288.peg.1130														
OG0008023									fig|6666666.290288.peg.1131														
OG0008024									fig|6666666.290288.peg.1132														
OG0008025									fig|6666666.290288.peg.1142														
OG0008026									fig|6666666.290288.peg.1150														
OG0008027									fig|6666666.290288.peg.1158														
OG0008028									fig|6666666.290288.peg.1163														
OG0008029									fig|6666666.290288.peg.1189														
OG0008030									fig|6666666.290288.peg.1199														
OG0008031									fig|6666666.290288.peg.1247														
OG0008032									fig|6666666.290288.peg.1268														
OG0008033									fig|6666666.290288.peg.1297														
OG0008034									fig|6666666.290288.peg.1377														
OG0008035									fig|6666666.290288.peg.1378														
OG0008036									fig|6666666.290288.peg.1401														
OG0008037									fig|6666666.290288.peg.1461														
OG0008038									fig|6666666.290288.peg.1598														
OG0008039									fig|6666666.290288.peg.1664														
OG0008040									fig|6666666.290288.peg.1731														
OG0008041									fig|6666666.290288.peg.1747														
OG0008042									fig|6666666.290288.peg.1748														
OG0008043									fig|6666666.290288.peg.1749														
OG0008044									fig|6666666.290288.peg.1798														
OG0008045									fig|6666666.290288.peg.1926														
OG0008046									fig|6666666.290288.peg.2019														
OG0008047									fig|6666666.290288.peg.2232														
OG0008048									fig|6666666.290288.peg.2237														
OG0008049									fig|6666666.290288.peg.2238														
OG0008050									fig|6666666.290288.peg.2244														
OG0008051									fig|6666666.290288.peg.2246														
OG0008052									fig|6666666.290288.peg.2248														
OG0008053									fig|6666666.290288.peg.2272														
OG0008054									fig|6666666.290288.peg.2292														
OG0008055									fig|6666666.290288.peg.2389														
OG0008056									fig|6666666.290288.peg.2393														
OG0008057									fig|6666666.290288.peg.2394														
OG0008058									fig|6666666.290288.peg.2494														
OG0008059									fig|6666666.290288.peg.2524														
OG0008060									fig|6666666.290288.peg.2633														
OG0008061									fig|6666666.290288.peg.2671														
OG0008062									fig|6666666.290288.peg.2685														
OG0008063									fig|6666666.290288.peg.2710														
OG0008064									fig|6666666.290288.peg.2713														
OG0008065									fig|6666666.290288.peg.2714														
OG0008066									fig|6666666.290288.peg.2764														
OG0008067									fig|6666666.290288.peg.3033														
OG0008068									fig|6666666.290288.peg.3042														
OG0008069									fig|6666666.290288.peg.3056														
OG0008070									fig|6666666.290288.peg.3064														
OG0008071									fig|6666666.290288.peg.3117														
OG0008072									fig|6666666.290288.peg.3159														
OG0008073									fig|6666666.290288.peg.3348														
OG0008074									fig|6666666.290288.peg.3410														
OG0008075									fig|6666666.290288.peg.3529														
OG0008076									fig|6666666.290288.peg.3585														
OG0008077									fig|6666666.290288.peg.3620														
OG0008078									fig|6666666.290288.peg.3627														
OG0008079									fig|6666666.290288.peg.3759														
OG0008080									fig|6666666.290288.peg.4012														
OG0008081									fig|6666666.290288.peg.4133														
OG0008082									fig|6666666.290288.peg.4195														
OG0008083									fig|6666666.290288.peg.4203														
OG0008084									fig|6666666.290288.peg.4236														
OG0008085									fig|6666666.290288.peg.4254														
OG0008086									fig|6666666.290288.peg.4259														
OG0008087									fig|6666666.290288.peg.4262														
OG0008088									fig|6666666.290288.peg.4263														
OG0008089									fig|6666666.290288.peg.4314														
OG0008090									fig|6666666.290288.peg.4487														
OG0008091									fig|6666666.290288.peg.4516														
OG0008092									fig|6666666.290288.peg.4616														
OG0008093									fig|6666666.290288.peg.4693														
OG0008094									fig|6666666.290288.peg.4787														
OG0008095									fig|6666666.290288.peg.4831														
OG0008096									fig|6666666.290288.peg.4863														
OG0008097									fig|6666666.290288.peg.5019														
OG0008098									fig|6666666.290288.peg.5020														
OG0008099									fig|6666666.290288.peg.5021														
OG0008100									fig|6666666.290288.peg.5022														
OG0008101									fig|6666666.290288.peg.5074														
OG0008102										fig|6666666.1469311.peg.66													
OG0008103										fig|6666666.1469311.peg.68													
OG0008104										fig|6666666.1469311.peg.108													
OG0008105										fig|6666666.1469311.peg.141													
OG0008106										fig|6666666.1469311.peg.144													
OG0008107										fig|6666666.1469311.peg.157													
OG0008108										fig|6666666.1469311.peg.160													
OG0008109										fig|6666666.1469311.peg.161													
OG0008110										fig|6666666.1469311.peg.233													
OG0008111										fig|6666666.1469311.peg.247													
OG0008112										fig|6666666.1469311.peg.253													
OG0008113										fig|6666666.1469311.peg.315													
OG0008114										fig|6666666.1469311.peg.322													
OG0008115										fig|6666666.1469311.peg.329													
OG0008116										fig|6666666.1469311.peg.415													
OG0008117										fig|6666666.1469311.peg.516													
OG0008118										fig|6666666.1469311.peg.551													
OG0008119										fig|6666666.1469311.peg.642													
OG0008120										fig|6666666.1469311.peg.685													
OG0008121										fig|6666666.1469311.peg.704													
OG0008122										fig|6666666.1469311.peg.705													
OG0008123										fig|6666666.1469311.peg.838													
OG0008124										fig|6666666.1469311.peg.857													
OG0008125										fig|6666666.1469311.peg.896													
OG0008126										fig|6666666.1469311.peg.1020													
OG0008127										fig|6666666.1469311.peg.1025													
OG0008128										fig|6666666.1469311.peg.1066													
OG0008129										fig|6666666.1469311.peg.1108													
OG0008130										fig|6666666.1469311.peg.1109													
OG0008131										fig|6666666.1469311.peg.1113													
OG0008132										fig|6666666.1469311.peg.1130													
OG0008133										fig|6666666.1469311.peg.1131													
OG0008134										fig|6666666.1469311.peg.1136													
OG0008135										fig|6666666.1469311.peg.1140													
OG0008136										fig|6666666.1469311.peg.1242													
OG0008137										fig|6666666.1469311.peg.1272													
OG0008138										fig|6666666.1469311.peg.1280													
OG0008139										fig|6666666.1469311.peg.1282													
OG0008140										fig|6666666.1469311.peg.1299													
OG0008141										fig|6666666.1469311.peg.1300													
OG0008142										fig|6666666.1469311.peg.1301													
OG0008143										fig|6666666.1469311.peg.1455													
OG0008144										fig|6666666.1469311.peg.1652													
OG0008145										fig|6666666.1469311.peg.1656													
OG0008146										fig|6666666.1469311.peg.1657													
OG0008147										fig|6666666.1469311.peg.1658													
OG0008148										fig|6666666.1469311.peg.1701													
OG0008149										fig|6666666.1469311.peg.1704													
OG0008150										fig|6666666.1469311.peg.1705													
OG0008151										fig|6666666.1469311.peg.2065													
OG0008152										fig|6666666.1469311.peg.2132													
OG0008153										fig|6666666.1469311.peg.2186													
OG0008154										fig|6666666.1469311.peg.2196													
OG0008155										fig|6666666.1469311.peg.2197													
OG0008156										fig|6666666.1469311.peg.2198													
OG0008157										fig|6666666.1469311.peg.2199													
OG0008158										fig|6666666.1469311.peg.2203													
OG0008159										fig|6666666.1469311.peg.2246													
OG0008160										fig|6666666.1469311.peg.2258													
OG0008161										fig|6666666.1469311.peg.2260													
OG0008162										fig|6666666.1469311.peg.2261													
OG0008163										fig|6666666.1469311.peg.2321													
OG0008164										fig|6666666.1469311.peg.2325													
OG0008165										fig|6666666.1469311.peg.2326													
OG0008166										fig|6666666.1469311.peg.2348													
OG0008167										fig|6666666.1469311.peg.2626													
OG0008168										fig|6666666.1469311.peg.2651													
OG0008169										fig|6666666.1469311.peg.2662													
OG0008170										fig|6666666.1469311.peg.2730													
OG0008171										fig|6666666.1469311.peg.2732													
OG0008172										fig|6666666.1469311.peg.2733													
OG0008173										fig|6666666.1469311.peg.2737													
OG0008174										fig|6666666.1469311.peg.2746													
OG0008175										fig|6666666.1469311.peg.2753													
OG0008176										fig|6666666.1469311.peg.2754													
OG0008177										fig|6666666.1469311.peg.2791													
OG0008178										fig|6666666.1469311.peg.2818													
OG0008179										fig|6666666.1469311.peg.2852													
OG0008180										fig|6666666.1469311.peg.2868													
OG0008181										fig|6666666.1469311.peg.2872													
OG0008182										fig|6666666.1469311.peg.2879													
OG0008183										fig|6666666.1469311.peg.2880													
OG0008184										fig|6666666.1469311.peg.2886													
OG0008185										fig|6666666.1469311.peg.2890													
OG0008186										fig|6666666.1469311.peg.2895													
OG0008187										fig|6666666.1469311.peg.2898													
OG0008188										fig|6666666.1469311.peg.2900													
OG0008189										fig|6666666.1469311.peg.2909													
OG0008190										fig|6666666.1469311.peg.2986													
OG0008191										fig|6666666.1469311.peg.2987													
OG0008192										fig|6666666.1469311.peg.2989													
OG0008193										fig|6666666.1469311.peg.3033													
OG0008194										fig|6666666.1469311.peg.3037													
OG0008195										fig|6666666.1469311.peg.3038													
OG0008196										fig|6666666.1469311.peg.3041													
OG0008197										fig|6666666.1469311.peg.3102													
OG0008198										fig|6666666.1469311.peg.3140													
OG0008199										fig|6666666.1469311.peg.3172													
OG0008200										fig|6666666.1469311.peg.3174													
OG0008201										fig|6666666.1469311.peg.3175													
OG0008202										fig|6666666.1469311.peg.3200													
OG0008203										fig|6666666.1469311.peg.3249													
OG0008204										fig|6666666.1469311.peg.3273													
OG0008205										fig|6666666.1469311.peg.3432													
OG0008206										fig|6666666.1469311.peg.3509													
OG0008207										fig|6666666.1469311.peg.3801													
OG0008208										fig|6666666.1469311.peg.3949													
OG0008209										fig|6666666.1469311.peg.3950													
OG0008210										fig|6666666.1469311.peg.3959													
OG0008211										fig|6666666.1469311.peg.3969													
OG0008212										fig|6666666.1469311.peg.4019													
OG0008213										fig|6666666.1469311.peg.4020													
OG0008214										fig|6666666.1469311.peg.4063													
OG0008215										fig|6666666.1469311.peg.4066													
OG0008216										fig|6666666.1469311.peg.4067													
OG0008217										fig|6666666.1469311.peg.4068													
OG0008218										fig|6666666.1469311.peg.4070													
OG0008219										fig|6666666.1469311.peg.4072													
OG0008220										fig|6666666.1469311.peg.4073													
OG0008221										fig|6666666.1469311.peg.4075													
OG0008222										fig|6666666.1469311.peg.4076													
OG0008223										fig|6666666.1469311.peg.4077													
OG0008224										fig|6666666.1469311.peg.4099													
OG0008225										fig|6666666.1469311.peg.4133													
OG0008226										fig|6666666.1469311.peg.4305													
OG0008227										fig|6666666.1469311.peg.4312													
OG0008228										fig|6666666.1469311.peg.4372													
OG0008229										fig|6666666.1469311.peg.4373													
OG0008230										fig|6666666.1469311.peg.4374													
OG0008231										fig|6666666.1469311.peg.4607													
OG0008232										fig|6666666.1469311.peg.4651													
OG0008233										fig|6666666.1469311.peg.4732													
OG0008234										fig|6666666.1469311.peg.4776													
OG0008235										fig|6666666.1469311.peg.4777													
OG0008236										fig|6666666.1469311.peg.4792													
OG0008237										fig|6666666.1469311.peg.4793													
OG0008238										fig|6666666.1469311.peg.4794													
OG0008239										fig|6666666.1469311.peg.4796													
OG0008240										fig|6666666.1469311.peg.4797													
OG0008241										fig|6666666.1469311.peg.4798													
OG0008242										fig|6666666.1469311.peg.4799													
OG0008243										fig|6666666.1469311.peg.4800													
OG0008244										fig|6666666.1469311.peg.4801													
OG0008245										fig|6666666.1469311.peg.4802													
OG0008246										fig|6666666.1469311.peg.4803													
OG0008247										fig|6666666.1469311.peg.4804													
OG0008248										fig|6666666.1469311.peg.4807													
OG0008249										fig|6666666.1469311.peg.4811													
OG0008250										fig|6666666.1469311.peg.4849													
OG0008251										fig|6666666.1469311.peg.4901													
OG0008252										fig|6666666.1469311.peg.4907													
OG0008253											fig|6666666.1469309.peg.608												
OG0008254											fig|6666666.1469309.peg.610												
OG0008255											fig|6666666.1469309.peg.611												
OG0008256											fig|6666666.1469309.peg.613												
OG0008257											fig|6666666.1469309.peg.614												
OG0008258											fig|6666666.1469309.peg.620												
OG0008259											fig|6666666.1469309.peg.621												
OG0008260											fig|6666666.1469309.peg.622												
OG0008261											fig|6666666.1469309.peg.628												
OG0008262											fig|6666666.1469309.peg.950												
OG0008263											fig|6666666.1469309.peg.1118												
OG0008264											fig|6666666.1469309.peg.1322												
OG0008265											fig|6666666.1469309.peg.1324												
OG0008266											fig|6666666.1469309.peg.1415												
OG0008267											fig|6666666.1469309.peg.1552												
OG0008268											fig|6666666.1469309.peg.1554												
OG0008269											fig|6666666.1469309.peg.1562												
OG0008270											fig|6666666.1469309.peg.1567												
OG0008271											fig|6666666.1469309.peg.1572												
OG0008272											fig|6666666.1469309.peg.1582												
OG0008273											fig|6666666.1469309.peg.1598												
OG0008274											fig|6666666.1469309.peg.1690												
OG0008275											fig|6666666.1469309.peg.1691												
OG0008276											fig|6666666.1469309.peg.1692												
OG0008277											fig|6666666.1469309.peg.1693												
OG0008278											fig|6666666.1469309.peg.1694												
OG0008279											fig|6666666.1469309.peg.1698												
OG0008280											fig|6666666.1469309.peg.1708												
OG0008281											fig|6666666.1469309.peg.1721												
OG0008282											fig|6666666.1469309.peg.1733												
OG0008283											fig|6666666.1469309.peg.1735												
OG0008284											fig|6666666.1469309.peg.1736												
OG0008285											fig|6666666.1469309.peg.1738												
OG0008286											fig|6666666.1469309.peg.1739												
OG0008287											fig|6666666.1469309.peg.1945												
OG0008288											fig|6666666.1469309.peg.1946												
OG0008289											fig|6666666.1469309.peg.1951												
OG0008290											fig|6666666.1469309.peg.1978												
OG0008291											fig|6666666.1469309.peg.1981												
OG0008292											fig|6666666.1469309.peg.1982												
OG0008293											fig|6666666.1469309.peg.1983												
OG0008294											fig|6666666.1469309.peg.1984												
OG0008295											fig|6666666.1469309.peg.1985												
OG0008296											fig|6666666.1469309.peg.1986												
OG0008297											fig|6666666.1469309.peg.1987												
OG0008298											fig|6666666.1469309.peg.1988												
OG0008299											fig|6666666.1469309.peg.1989												
OG0008300											fig|6666666.1469309.peg.1999												
OG0008301											fig|6666666.1469309.peg.2286												
OG0008302											fig|6666666.1469309.peg.2416												
OG0008303											fig|6666666.1469309.peg.2440												
OG0008304											fig|6666666.1469309.peg.2483												
OG0008305											fig|6666666.1469309.peg.2484												
OG0008306											fig|6666666.1469309.peg.2485												
OG0008307											fig|6666666.1469309.peg.2486												
OG0008308											fig|6666666.1469309.peg.2493												
OG0008309											fig|6666666.1469309.peg.2494												
OG0008310											fig|6666666.1469309.peg.2495												
OG0008311											fig|6666666.1469309.peg.2501												
OG0008312											fig|6666666.1469309.peg.2505												
OG0008313											fig|6666666.1469309.peg.2506												
OG0008314											fig|6666666.1469309.peg.2507												
OG0008315											fig|6666666.1469309.peg.2508												
OG0008316											fig|6666666.1469309.peg.2509												
OG0008317											fig|6666666.1469309.peg.2510												
OG0008318											fig|6666666.1469309.peg.2511												
OG0008319											fig|6666666.1469309.peg.2513												
OG0008320											fig|6666666.1469309.peg.2517												
OG0008321											fig|6666666.1469309.peg.2518												
OG0008322											fig|6666666.1469309.peg.2519												
OG0008323											fig|6666666.1469309.peg.2521												
OG0008324											fig|6666666.1469309.peg.2522												
OG0008325											fig|6666666.1469309.peg.2523												
OG0008326											fig|6666666.1469309.peg.2524												
OG0008327											fig|6666666.1469309.peg.2526												
OG0008328											fig|6666666.1469309.peg.2527												
OG0008329											fig|6666666.1469309.peg.2528												
OG0008330											fig|6666666.1469309.peg.2532												
OG0008331											fig|6666666.1469309.peg.2536												
OG0008332											fig|6666666.1469309.peg.2538												
OG0008333											fig|6666666.1469309.peg.2601												
OG0008334											fig|6666666.1469309.peg.2602												
OG0008335											fig|6666666.1469309.peg.2604												
OG0008336											fig|6666666.1469309.peg.2672												
OG0008337											fig|6666666.1469309.peg.2707												
OG0008338											fig|6666666.1469309.peg.3041												
OG0008339											fig|6666666.1469309.peg.3059												
OG0008340											fig|6666666.1469309.peg.3091												
OG0008341											fig|6666666.1469309.peg.3161												
OG0008342											fig|6666666.1469309.peg.3177												
OG0008343											fig|6666666.1469309.peg.3179												
OG0008344											fig|6666666.1469309.peg.3180												
OG0008345											fig|6666666.1469309.peg.3184												
OG0008346											fig|6666666.1469309.peg.3187												
OG0008347											fig|6666666.1469309.peg.3188												
OG0008348											fig|6666666.1469309.peg.3190												
OG0008349											fig|6666666.1469309.peg.3193												
OG0008350											fig|6666666.1469309.peg.3194												
OG0008351											fig|6666666.1469309.peg.3197												
OG0008352											fig|6666666.1469309.peg.3283												
OG0008353											fig|6666666.1469309.peg.3284												
OG0008354											fig|6666666.1469309.peg.3285												
OG0008355											fig|6666666.1469309.peg.3288												
OG0008356											fig|6666666.1469309.peg.3290												
OG0008357											fig|6666666.1469309.peg.3396												
OG0008358											fig|6666666.1469309.peg.3397												
OG0008359											fig|6666666.1469309.peg.3401												
OG0008360											fig|6666666.1469309.peg.3446												
OG0008361											fig|6666666.1469309.peg.3507												
OG0008362											fig|6666666.1469309.peg.3513												
OG0008363											fig|6666666.1469309.peg.3592												
OG0008364											fig|6666666.1469309.peg.3623												
OG0008365											fig|6666666.1469309.peg.3625												
OG0008366											fig|6666666.1469309.peg.3626												
OG0008367											fig|6666666.1469309.peg.3627												
OG0008368											fig|6666666.1469309.peg.3629												
OG0008369											fig|6666666.1469309.peg.3636												
OG0008370											fig|6666666.1469309.peg.3637												
OG0008371											fig|6666666.1469309.peg.3638												
OG0008372											fig|6666666.1469309.peg.3639												
OG0008373											fig|6666666.1469309.peg.3642												
OG0008374											fig|6666666.1469309.peg.3643												
OG0008375											fig|6666666.1469309.peg.3657												
OG0008376											fig|6666666.1469309.peg.3660												
OG0008377											fig|6666666.1469309.peg.3695												
OG0008378											fig|6666666.1469309.peg.4307												
OG0008379											fig|6666666.1469309.peg.4474												
OG0008380											fig|6666666.1469309.peg.4532												
OG0008381											fig|6666666.1469309.peg.4861												
OG0008382											fig|6666666.1469309.peg.4879												
OG0008383											fig|6666666.1469309.peg.5081												
OG0008384												fig|6666666.1469310.peg.165											
OG0008385												fig|6666666.1469310.peg.218											
OG0008386												fig|6666666.1469310.peg.220											
OG0008387												fig|6666666.1469310.peg.229											
OG0008388												fig|6666666.1469310.peg.239											
OG0008389												fig|6666666.1469310.peg.246											
OG0008390												fig|6666666.1469310.peg.250											
OG0008391												fig|6666666.1469310.peg.305											
OG0008392												fig|6666666.1469310.peg.322											
OG0008393												fig|6666666.1469310.peg.337											
OG0008394												fig|6666666.1469310.peg.338											
OG0008395												fig|6666666.1469310.peg.341											
OG0008396												fig|6666666.1469310.peg.342											
OG0008397												fig|6666666.1469310.peg.346											
OG0008398												fig|6666666.1469310.peg.347											
OG0008399												fig|6666666.1469310.peg.348											
OG0008400												fig|6666666.1469310.peg.349											
OG0008401												fig|6666666.1469310.peg.354											
OG0008402												fig|6666666.1469310.peg.355											
OG0008403												fig|6666666.1469310.peg.356											
OG0008404												fig|6666666.1469310.peg.357											
OG0008405												fig|6666666.1469310.peg.366											
OG0008406												fig|6666666.1469310.peg.402											
OG0008407												fig|6666666.1469310.peg.479											
OG0008408												fig|6666666.1469310.peg.625											
OG0008409												fig|6666666.1469310.peg.629											
OG0008410												fig|6666666.1469310.peg.666											
OG0008411												fig|6666666.1469310.peg.759											
OG0008412												fig|6666666.1469310.peg.830											
OG0008413												fig|6666666.1469310.peg.1163											
OG0008414												fig|6666666.1469310.peg.1289											
OG0008415												fig|6666666.1469310.peg.1296											
OG0008416												fig|6666666.1469310.peg.1297											
OG0008417												fig|6666666.1469310.peg.1348											
OG0008418												fig|6666666.1469310.peg.1641											
OG0008419												fig|6666666.1469310.peg.1645											
OG0008420												fig|6666666.1469310.peg.1650											
OG0008421												fig|6666666.1469310.peg.1651											
OG0008422												fig|6666666.1469310.peg.1663											
OG0008423												fig|6666666.1469310.peg.2074											
OG0008424												fig|6666666.1469310.peg.2075											
OG0008425												fig|6666666.1469310.peg.2076											
OG0008426												fig|6666666.1469310.peg.2077											
OG0008427												fig|6666666.1469310.peg.2079											
OG0008428												fig|6666666.1469310.peg.2083											
OG0008429												fig|6666666.1469310.peg.2086											
OG0008430												fig|6666666.1469310.peg.2087											
OG0008431												fig|6666666.1469310.peg.2089											
OG0008432												fig|6666666.1469310.peg.2090											
OG0008433												fig|6666666.1469310.peg.2091											
OG0008434												fig|6666666.1469310.peg.2092											
OG0008435												fig|6666666.1469310.peg.2093											
OG0008436												fig|6666666.1469310.peg.2094											
OG0008437												fig|6666666.1469310.peg.2095											
OG0008438												fig|6666666.1469310.peg.2096											
OG0008439												fig|6666666.1469310.peg.2097											
OG0008440												fig|6666666.1469310.peg.2098											
OG0008441												fig|6666666.1469310.peg.2100											
OG0008442												fig|6666666.1469310.peg.2121											
OG0008443												fig|6666666.1469310.peg.2154											
OG0008444												fig|6666666.1469310.peg.2165											
OG0008445												fig|6666666.1469310.peg.2278											
OG0008446												fig|6666666.1469310.peg.2287											
OG0008447												fig|6666666.1469310.peg.2288											
OG0008448												fig|6666666.1469310.peg.2289											
OG0008449												fig|6666666.1469310.peg.2291											
OG0008450												fig|6666666.1469310.peg.2382											
OG0008451												fig|6666666.1469310.peg.2385											
OG0008452												fig|6666666.1469310.peg.2461											
OG0008453												fig|6666666.1469310.peg.2610											
OG0008454												fig|6666666.1469310.peg.2646											
OG0008455												fig|6666666.1469310.peg.2765											
OG0008456												fig|6666666.1469310.peg.2792											
OG0008457												fig|6666666.1469310.peg.2806											
OG0008458												fig|6666666.1469310.peg.2829											
OG0008459												fig|6666666.1469310.peg.2830											
OG0008460												fig|6666666.1469310.peg.2908											
OG0008461												fig|6666666.1469310.peg.2916											
OG0008462												fig|6666666.1469310.peg.2917											
OG0008463												fig|6666666.1469310.peg.2942											
OG0008464												fig|6666666.1469310.peg.2945											
OG0008465												fig|6666666.1469310.peg.2950											
OG0008466												fig|6666666.1469310.peg.2953											
OG0008467												fig|6666666.1469310.peg.2959											
OG0008468												fig|6666666.1469310.peg.2961											
OG0008469												fig|6666666.1469310.peg.3017											
OG0008470												fig|6666666.1469310.peg.3018											
OG0008471												fig|6666666.1469310.peg.3019											
OG0008472												fig|6666666.1469310.peg.3020											
OG0008473												fig|6666666.1469310.peg.3024											
OG0008474												fig|6666666.1469310.peg.3031											
OG0008475												fig|6666666.1469310.peg.3316											
OG0008476												fig|6666666.1469310.peg.3324											
OG0008477												fig|6666666.1469310.peg.3423											
OG0008478												fig|6666666.1469310.peg.3579											
OG0008479												fig|6666666.1469310.peg.3993											
OG0008480												fig|6666666.1469310.peg.4041											
OG0008481												fig|6666666.1469310.peg.4052											
OG0008482												fig|6666666.1469310.peg.4092											
OG0008483												fig|6666666.1469310.peg.4167											
OG0008484												fig|6666666.1469310.peg.4176											
OG0008485												fig|6666666.1469310.peg.4179											
OG0008486												fig|6666666.1469310.peg.4185											
OG0008487												fig|6666666.1469310.peg.4187											
OG0008488												fig|6666666.1469310.peg.4188											
OG0008489												fig|6666666.1469310.peg.4194											
OG0008490												fig|6666666.1469310.peg.4195											
OG0008491												fig|6666666.1469310.peg.4203											
OG0008492												fig|6666666.1469310.peg.4378											
OG0008493												fig|6666666.1469310.peg.4417											
OG0008494												fig|6666666.1469310.peg.4532											
OG0008495												fig|6666666.1469310.peg.4602											
OG0008496												fig|6666666.1469310.peg.4603											
OG0008497												fig|6666666.1469310.peg.4612											
OG0008498												fig|6666666.1469310.peg.4622											
OG0008499												fig|6666666.1469310.peg.4627											
OG0008500												fig|6666666.1469310.peg.4637											
OG0008501												fig|6666666.1469310.peg.4653											
OG0008502												fig|6666666.1469310.peg.4778											
OG0008503												fig|6666666.1469310.peg.4779											
OG0008504												fig|6666666.1469310.peg.4794											
OG0008505												fig|6666666.1469310.peg.4795											
